nft_number,name,character,movie_tv,description,image,cafe_link,display_label,nft_rec_id,suggest_edit_url,Quotes,Suggested_Edits
266,,,,,66.png (https://cdn.xrp.cafe/13a86cf63276-4410-b9df-609c70ea74a3c4a19826b266-4097-82ed-155e4db3ab37ac31b078f73c-4b30-a97c-ea3027b1741a.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6BF13CDF505DE4A5A,NFT #266,recdYLQ284jBAHlss,/suggest-edit?nft_number=266,,
267,,,,,67.png (https://cdn.xrp.cafe/574b2ac9514c-476d-ba3b-b82b8489138260ad408d08ea-482f-8957-0c8602bffb0317739e14c72b-4b4d-91d6-c7366f25c327.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6D5F99EF605DE4A5B,NFT #267,recx5P9GoDgrlUa2x,/suggest-edit?nft_number=267,,
268,,,,,68.png (https://cdn.xrp.cafe/1953764270a2-4d4e-a34f-2cd1be48975890cb164132dc-4b0f-bac9-682b6b307364fd45b7b87bcb-4665-8753-85a95b3a6e5a.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6ECDF6FF705DE4A5C,NFT #268,rec7RNK0Sp5h2pWxn,/suggest-edit?nft_number=268,,
269,Moai Statue,,,,69.png (https://cdn.xrp.cafe/d0f681d26bee-4fa4-aacb-be56d2796d55cefc30d03847-447f-8844-f0d84c4bfbb7e750f5edc2c4-4412-b916-1b96dc649684.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A603C540F805DE4A5D,NFT #269 — Moai Statue,recA8MghdKJxsCPqJ,/suggest-edit?nft_number=269,,
270,Abraham Lincoln,,,,70.png (https://cdn.xrp.cafe/ef0f1d5e6692-40da-817c-b60437978f5090cee64c45a4-4f9d-a987-97657d6a669bb91ccda665b8-4155-a22e-89c3bc68bfa4.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A61AAB11F905DE4A5E,NFT #270,recG6A0i7DaDNyfqf,/suggest-edit?nft_number=270,,
271,,,,,71.png (https://cdn.xrp.cafe/c60680534a17-475e-a06f-4df07fe1a03f6af75de77949-4871-8510-6f052d5db6277616a604bc6e-4894-bba2-8e1347e71c9b.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A63190E2FA05DE4A5F,NFT #271,recrybAMeHf62xUSy,/suggest-edit?nft_number=271,,
272,,,,,72.png (https://cdn.xrp.cafe/933b97ab065a-4e79-8b42-5faeae5aebd75ef3f1c9d69b-4fc8-9ab7-60edb066e6460105331fb160-4321-925d-6eaac0b14430.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A64876B3FB05DE4A60,NFT #272,recBsN1kyaZq4vuJp,/suggest-edit?nft_number=272,,
273,,,,,73.png (https://cdn.xrp.cafe/bd30aa47fad6-41ff-8da7-0236c32e49f9d88fd6a2102c-4638-8d8d-6517abdcf212ac2a638fd230-46a9-9a0b-8904a6552b70.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A65F5C84FC05DE4A61,NFT #273,recFaIfhq6nVgrrnk,/suggest-edit?nft_number=273,,
274,Antonio Banderas,Zorro,The Mask of Zorro,,74.png (https://cdn.xrp.cafe/dda0d0ea8fea-4be3-bf10-f8f9895b90fe758e90a493b0-4e8d-b54a-301bf6eb6300bd3b2946fdce-4d2a-a40b-9add2f81681c.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6764255FD05DE4A62,NFT #274,rech5LwC8fgBF11z7,/suggest-edit?nft_number=274,,
275,,,,,75.png (https://cdn.xrp.cafe/938515d43175-4d27-8ee6-d047e88874104f25a1c8acb9-4d76-8ca8-fa6041d9e49029f2c2527a10-4fcf-bb6f-13ee2a216323.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A68D2826FE05DE4A63,NFT #275,recK0w7wZPFbZZfOV,/suggest-edit?nft_number=275,,
276,,,,,76.png (https://cdn.xrp.cafe/abe4227183ae-40f2-b57e-3bb42cc3a8c92e8026931e24-4eb7-90e4-5d9d68225684d32d05576a4b-4b91-af86-2349c77358c2.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6A40DF7FF05DE4A64,NFT #276,recCQYpXYNRsFf1Sl,/suggest-edit?nft_number=276,,
277,Charlie Kirk,,,,77.png (https://cdn.xrp.cafe/220869d14c19-4686-9204-c72b8d469b7266fa286baf87-4b5f-a235-8fe034417d40f00da1a0fdfa-4d7e-855e-ea1dae384850.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6BAF3C90005DE4A65,NFT #277,recTBBcsmi9BFSvdD,/suggest-edit?nft_number=277,,
278,,,,,78.png (https://cdn.xrp.cafe/8565f70ab50f-497a-a616-20356adf5e609065b333eeb5-41ca-9a1c-49665e8b77f6ee38862fb632-4c3d-ab81-e4a19832ff17.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6D1D99A0105DE4A66,NFT #278,recrMPrsTYP8gFbFr,/suggest-edit?nft_number=278,,
279,Warren Buffett,,,,79.png (https://cdn.xrp.cafe/f9fbba634f44-422d-8cd5-9aadfc1f6c3df980b1e266b8-4c99-9cc8-f73c9001d44ca1f3e9c522f1-409a-8f98-30f53033911a.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6E8BF6B0205DE4A67,NFT #279,recE8dnHKiwq4Jfm9,/suggest-edit?nft_number=279,,
280,,,,,80.png (https://cdn.xrp.cafe/2c23f8b831d8-4477-a71c-bc4f0f4eb189f7f00f091236-4025-8d99-60375dcdba329b3125595997-44ea-b774-f5b398dbc0a9.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6FFA53C0305DE4A68,NFT #280,recxpQMsMw3Nu0lLS,/suggest-edit?nft_number=280,,
281,Yahiko,,Naruto,,81.png (https://cdn.xrp.cafe/46de21f54da6-4188-8259-c66decfed81f7549243b5d8d-4043-ad7e-96ea8a3e801502f6e788530d-4d06-a0e6-f4cae9b26060.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6168B0D0405DE4A69,NFT #281,recI5KxYBMaxVxPxK,/suggest-edit?nft_number=281,,
282,Tiger Woods,,,,82.png (https://cdn.xrp.cafe/3998b0b9d518-4874-9fcb-b4dbe31a788c4aee8a6d80b2-4e1a-b303-0ed729615f8807eddb67bbf2-4b61-a770-f13b119c832f.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A62D70DE0505DE4A6A,NFT #282,rec1UFDKed8yfCH9v,/suggest-edit?nft_number=282,,
283,,,,,83.png (https://cdn.xrp.cafe/7126c1990653-446b-8c93-34de23886ff4addfceff7689-400f-a0d6-bc0263baa7bf81c1d2ea9832-431b-b548-13200bd7aae5.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A64456AF0605DE4A6B,NFT #283,recIPDRL5OFEfFVQO,/suggest-edit?nft_number=283,,
284,,,,,84.png (https://cdn.xrp.cafe/2a89e5823ad1-4bf9-aed3-6c7aa18e7d60b20c59593eb3-443b-bf63-27dc68a5b23a14f24f357a9b-4285-a6e0-8ea9c44f2be4.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A65B3C800705DE4A6C,NFT #284,recyq1iTJz1WL4lyy,/suggest-edit?nft_number=284,,
285,,,,,85.png (https://cdn.xrp.cafe/6c784eaabfee-4962-8410-a53e2ef67c766b500f6ee0e0-4642-92d9-b2ca8ad175ee07929201ed38-48ab-bc7b-07b08cf672e2.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A67222510805DE4A6D,NFT #285,rec6mSUOMgKVwcO5b,/suggest-edit?nft_number=285,,
286,,,,,86.png (https://cdn.xrp.cafe/48d21278c9d5-4000-8755-24d789b1bfdfd1aecd0c1236-4f1d-8c56-ee14c9dd273f4e2a046ba6f4-45ac-8998-3036f99fb177.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A68908220905DE4A6E,NFT #286,recPuVQpkSPC1EAza,/suggest-edit?nft_number=286,,
287,,,,,87.png (https://cdn.xrp.cafe/ad917f48f612-4215-96be-deb1c8826a0051d77c044a83-417b-b9ca-9c5afb80b06d35e7575590e5-4529-b0a6-55e8fa74b900.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A69FEDF30A05DE4A6F,NFT #287,recC5DxKj7LS8NtW8,/suggest-edit?nft_number=287,,
288,,,,,88.png (https://cdn.xrp.cafe/c3bddb9ce74d-47d6-b9a9-fd0f62d15a5f535194399f2b-4509-835a-ea0429481487ad519793701f-444a-b6d8-f1a0939b210d.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6B6D3C40B05DE4A70,NFT #288,recuhZRZ7BEIIkJGM,/suggest-edit?nft_number=288,,
289,,,,,89.png (https://cdn.xrp.cafe/8fea6cb6354e-4e57-a7d0-434af998bed3ae94f69a8d1a-463b-a8d5-165601f3871c84a9e55fec78-4e07-8740-0cf58afc3e47.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6CDB9950C05DE4A71,NFT #289,recpqNZsRjyAGO3Fb,/suggest-edit?nft_number=289,,
290,,,,,90.png (https://cdn.xrp.cafe/07606c2586e2-45c0-8894-17f22b5f04ec970311fc0d27-4493-a112-6b3bbc5637ccc31ac8403127-40cf-8a0f-e29de2d79c2d.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6E49F660D05DE4A72,NFT #290,rectFGW38Zcwh8XUx,/suggest-edit?nft_number=290,,
291,Cookie Monster,,Sesame Street,,91.png (https://cdn.xrp.cafe/ac71cd48d8e2-4fc1-a752-d8a475c969ed1b18be1f39f5-42e6-9cdc-6a311b9c4543cc28678f29f3-43db-82fc-e85ac9f2c7c6.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6FB85370E05DE4A73,NFT #291,reckjelp0OtZQVxoa,/suggest-edit?nft_number=291,,
292,,,,,92.png (https://cdn.xrp.cafe/a4b604be3cd6-4498-83cf-7d640cb47cb474ca8f51c051-4266-bd01-7f0328def681b30f3f4bb151-4058-90b1-384c6cd05cb7.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6126B080F05DE4A74,NFT #292,rec8Si8s2UmIwWtyr,/suggest-edit?nft_number=292,,
293,,,,,93.png (https://cdn.xrp.cafe/3fa7429848df-43c4-ad1e-6ecd5c91547ac1618974b27a-48fa-b224-bd3ac5b460faa187a18b164d-4938-a7f7-99f3f61c8ede.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A62950D91005DE4A75,NFT #293,recJVHctg3WKnAxtJ,/suggest-edit?nft_number=293,,
294,,,,,94.png (https://cdn.xrp.cafe/9f641e1249e2-463b-87c7-1a2e1b758a1cf8dec4d0cc72-4922-9b4b-5f78e2bf0d2d67925d55a414-4c60-9cae-0528da423dd7.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A64036AA1105DE4A76,NFT #294,recJMqP3niGNQSBvD,/suggest-edit?nft_number=294,,
295,,,,,95.png (https://cdn.xrp.cafe/c36513041606-4552-bcd5-2a36370d119e567b2fa3505f-4ba1-a861-cb93f0b2332b0d77aed39ad1-44ab-b726-7e69e3af21a9.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6571C7B1205DE4A77,NFT #295,recoKt6KC8cOxPh8A,/suggest-edit?nft_number=295,,
296,,,,,96.png (https://cdn.xrp.cafe/a946a9ac5bb2-4e87-8536-309f693cbf00e8de483108a4-4d79-b281-2ebe09a16a474b3bdde3f9e3-40e0-8b55-4407bc1e4414.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A66E024C1305DE4A78,NFT #296,recA4NziUrYZioS0G,/suggest-edit?nft_number=296,,
297,,,,,97.png (https://cdn.xrp.cafe/9b7bc7c33ad3-43d6-a2db-1c9b6a5933f154bce5125438-4caa-8efb-5ffcb52b5d48bd66b368679d-474e-afc1-8303b19b4800.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A684E81D1405DE4A79,NFT #297,recCLI0TrgddmKyrQ,/suggest-edit?nft_number=297,,
298,,,,,98.png (https://cdn.xrp.cafe/bbaf82426852-4085-8964-1f4e34ca852f75ceff2c8b70-408a-b46e-3638b4d76201d817581a6003-4752-b54b-f81d3a38dc9e.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A69BCDEE1505DE4A7A,NFT #298,rec6DPNCDEyqCJxfX,/suggest-edit?nft_number=298,,
299,,,,,99.png (https://cdn.xrp.cafe/f2379611ece4-4cf3-8768-342a221a080056b52ada5951-45e6-9bc6-4e997085e6e1dc2dd5732b0d-4bf7-a1b3-3250a9bc277e.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6B2B3BF1605DE4A7B,NFT #299,rec6QcSyeaXGa5g3l,/suggest-edit?nft_number=299,,
300,Miyamoto Musashi,,,,100.png (https://cdn.xrp.cafe/f1a1f129ef2b-4493-9b5a-567ce3450f430e956be8224d-4668-b169-e19ab1f8d5b06cac099a5351-4212-8df6-8bfed296aa9e.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6C999901705DE4A7C,NFT #300 — Miyamoto Musashi,recAde3Koxb6gk8d0,/suggest-edit?nft_number=300,,
